"incident_id","ward_name","x","y","date","description"
"INC_0228","Hazel Row",460382.009068684,341297.609399529,"2025-07-19","Graffiti and minor vandalism observed on public-facing property. Nearby property affected."
"INC_0229","Hazel Row",460382.015884572,341297.606957335,"2025-09-10","Incident report referenced an altercation and threat concerns. Incident escalated quickly."
"INC_0230","Hazel Row",460382.025635769,341297.618407986,"2025-09-12","Repeated late-night noise reported near flats. Short repeat description."
"INC_0231","Hazel Row",460382.007860197,341297.627403965,"2025-05-11","Broken glass and signs of overnight damage were recorded. Public area involvement noted."
"INC_0232","Hazel Row",460382.017393206,341297.639511896,"2025-01-20","Resident described suspicious movement near pedestrian access points."
"INC_0233","East Hollow",460382.053960694,341297.633200606,"2025-06-26","Incident report referenced an altercation and threat concerns. Further context remained limited."
"INC_0234","Hazel Row",460382.036426341,341297.631892607,"2025-06-01","Report noted repeated damage to bins and surrounding fixtures. Nearby property affected."
"INC_0235","Hazel Row",460382.022865151,341297.616979831,"2025-10-27","Street-safety report logged after repeated uneasy encounters."
"INC_0236","Kingsmead",460382.017914984,341297.640013345,"2025-07-26","Safety report logged following aggressive behaviour in public space. Several witnesses were nearby."
"INC_0237","Hazel Row",460382.02328579,341297.616823861,"2025-05-06","Graffiti and minor vandalism observed on public-facing property."
"INC_0238","Hazel Row",460382.001873966,341297.605116601,"2025-05-15","Witness noted a threatening exchange requiring follow-up attention."
"INC_0239","East Hollow",460382.026395906,341297.597382484,"2025-06-29","Repeated late-night noise reported near flats."
"INC_0240","Hazel Row",460382.010783309,341297.605644135,"2025-05-18","Complaint logged about loud music and anti-social noise."
"INC_0241","Hazel Row",460382.023780467,341297.61867802,"2025-12-05","Complaint logged about loud music and anti-social noise. Near transport corridor."
"INC_0242","Hazel Row",460382.013171028,341297.631794348,"2025-12-18","Repeated late-night noise reported near flats."
"INC_0243","Hazel Row",460382.030483042,341297.623302949,"2025-11-25","Caller reported suspicious behaviour near a poorly lit route."
"INC_0244","Hazel Row",460382.005160382,341297.609418957,"2025-09-22","Repeated late-night noise reported near flats."
"INC_0245","Hazel Row",460381.988896529,341297.641169013,"2025-08-10","Report noted repeated damage to bins and surrounding fixtures. Possible overnight timing."
"INC_0246","Hazel Row",460382.00100608,341297.643794851,"2025-09-10","Witness noted a threatening exchange requiring follow-up attention. Incident escalated quickly."
"INC_0247","Hazel Row",460382.026675883,341297.637271932,"2025-01-16","Crowd noise and shouting noted outside licensed premises. Near transport corridor."
"INC_0248","Hazel Row",460382.029676923,341297.586342737,"2025-01-06","Complaint logged about loud music and anti-social noise. Weekend evening pattern."
"INC_0249","Hazel Row",460382.01222984,341297.6218654,"2025-02-08","Caller reported suspicious behaviour near a poorly lit route. Pedestrian route referenced."
"INC_0250","Hazel Row",460382.023149383,341297.650088123,"2025-09-19","Incident report referenced an altercation and threat concerns. Further context remained limited."
"INC_0251","Hazel Row",460382.017642023,341297.620161383,"2025-10-30","Complaint logged about loud music and anti-social noise. Linked to visitor activity."
"INC_0252","South Dene",456909.323640549,339484.619439356,"2025-09-22","Repeated late-night noise reported near flats."
"INC_0253","South Dene",457287.732996576,339870.453901277,"2025-04-24","Crowd noise and shouting noted outside licensed premises. Linked to visitor activity."
"INC_0254","South Dene",457787.652263465,339317.287404826,"2025-09-08","Resident described suspicious movement near pedestrian access points."
"INC_0255","Saffron Lea",461565.978218255,341757.69200968,"2025-03-14","Complaint logged about loud music and anti-social noise. Linked to visitor activity."
"INC_0256","East Hollow",461056.476822895,341556.611352493,"2025-12-30","Repeated late-night noise reported near flats."
"INC_0257","East Hollow",460832.201860121,342172.031173101,"2025-03-05","Report noted repeated damage to bins and surrounding fixtures. Public area involvement noted."
"INC_0258","East Hollow",460500.691744193,342527.620764718,"2025-08-13","Caller described a confrontation with risk of personal harm. Incident escalated quickly."
"INC_0259","Kingsmead",461126.278599762,342059.827381181,"2025-10-20","Complaint logged about loud music and anti-social noise. Near transport corridor."
"INC_0260","East Hollow",461041.865193657,341451.566374961,"2025-05-26","Resident described suspicious movement near pedestrian access points. Caller uncertain about intent."
"INC_0261","Kingsmead",460813.132050043,342420.669702013,"2025-03-16","Incident report referenced an altercation and threat concerns. Follow-up details were partial."
"INC_0262","East Hollow",461309.441684745,341633.546831839,"2025-10-09","Report noted repeated damage to bins and surrounding fixtures. Possible overnight timing."
"INC_0263","East Hollow",460438.41142442,342528.350414827,"2025-02-10","Repeated late-night noise reported near flats. Near transport corridor."
"INC_0264","East Hollow",460913.635111936,342474.188752744,"2025-07-23","Repeated late-night noise reported near flats."
"INC_0265","East Hollow",460291.588385632,342409.216490844,"2025-10-01","Incident report referenced an altercation and threat concerns. Several witnesses were nearby."
"INC_0266","Kingsmead",461745.546303874,341643.26710303,"2025-05-14","Safety report logged following aggressive behaviour in public space."
"INC_0267","East Hollow",461396.747873636,341494.048203891,"2025-09-03","Repeated late-night noise reported near flats. Near transport corridor."
"INC_0268","East Hollow",460871.007518571,341999.150825115,"2025-08-16","Street-safety report logged after repeated uneasy encounters. Lighting conditions mentioned."
"INC_0269","East Hollow",460870.614627049,341426.306637988,"2025-09-18","Caller described a confrontation with risk of personal harm. Incident escalated quickly."
"INC_0270","East Hollow",460844.193079364,342430.163483632,"2025-04-15","Witness noted a threatening exchange requiring follow-up attention."
"INC_0271","East Hollow",461664.375188878,341706.865031269,"2025-03-31","Complaint logged about loud music and anti-social noise. Short repeat description."
"INC_0272","Kingsmead",460251.917900159,342699.292515656,"2025-10-09","Report noted repeated damage to bins and surrounding fixtures. Possible overnight timing."
"INC_0273","East Hollow",461148.502214539,342034.074685125,"2025-10-07","Residents described persistent disturbance from street gatherings. Linked to visitor activity."
"INC_0274","East Hollow",461090.088534338,341856.657755908,"2025-07-06","Witness noted a threatening exchange requiring follow-up attention. Further context remained limited."
"INC_0275","East Hollow",461202.355212645,341652.078115261,"2025-05-01","Safety report logged following aggressive behaviour in public space. Several witnesses were nearby."
"INC_0276","East Hollow",460976.934112152,341702.169326544,"2025-01-09","Residents described persistent disturbance from street gatherings. Near transport corridor."
"INC_0277","East Hollow",461144.499624708,341787.176551696,"2025-01-01","Caller reported suspicious behaviour near a poorly lit route. Pattern may be intermittent."
"INC_0278","East Hollow",461335.165765052,342208.234891513,"2025-02-15","Report noted repeated damage to bins and surrounding fixtures."
"INC_0279","East Hollow",460984.579800951,341597.404787205,"2025-09-29","Resident described suspicious movement near pedestrian access points. Pattern may be intermittent."
"INC_0280","East Hollow",460869.868781092,342531.193487452,"2025-05-23","Broken glass and signs of overnight damage were recorded. Possible overnight timing."
"INC_0281","East Hollow",461744.499030079,341641.59816029,"2025-03-29","Damage reported to fencing and nearby street furniture. Nearby property affected."
"INC_0282","East Hollow",461173.15762937,341829.953580654,"2025-08-10","Witness noted a threatening exchange requiring follow-up attention. Further context remained limited."
"INC_0283","East Hollow",460713.245527283,342353.758665092,"2025-07-10","Witness noted a threatening exchange requiring follow-up attention. Follow-up details were partial."
"INC_0284","Saffron Lea",461279.609345037,341686.838552483,"2025-07-31","Incident report referenced an altercation and threat concerns."
"INC_0285","Saffron Lea",461229.402267381,341505.941834669,"2025-09-06","Caller described a confrontation with risk of personal harm."
"INC_0286","Kingsmead",460363.102332262,342762.941563952,"2025-05-26","Graffiti and minor vandalism observed on public-facing property. Nearby property affected."
"INC_0287","East Hollow",460550.932719625,342553.27158185,"2025-12-28","Crowd noise and shouting noted outside licensed premises. Short repeat description."
"INC_0288","East Hollow",461375.231237211,341535.792001836,"2025-02-17","Broken glass and signs of overnight damage were recorded. Nearby property affected."
"INC_0289","Stonebridge",459953.829730516,339890.50945274,"2025-02-23","Witness noted a threatening exchange requiring follow-up attention. Incident escalated quickly."
"INC_0290","Stonebridge",460135.698574606,340793.925818399,"2025-03-12","Complaint logged about loud music and anti-social noise. Linked to visitor activity."
"INC_0291","Stonebridge",458528.990883734,339642.673336609,"2025-06-06","Safety report logged following aggressive behaviour in public space. Follow-up details were partial."
"INC_0292","Stonebridge",459231.291833104,340001.426047561,"2025-07-20","Damage reported to fencing and nearby street furniture."
"INC_0293","Foxley",457799.940830513,345000.171212621,"2025-03-19","Safety report logged following aggressive behaviour in public space. Incident escalated quickly."
"INC_0294","Foxley",458178.416233206,345234.999746147,"2025-08-21","Crowd noise and shouting noted outside licensed premises. Near transport corridor."
"INC_0295","Foxley",457840.763762896,345580.504749858,"2025-07-08","Incident report referenced an altercation and threat concerns. Further context remained limited."
"INC_0296","Foxley",457377.897675952,345156.191245376,"2025-07-08","Graffiti and minor vandalism observed on public-facing property. Public area involvement noted."
"INC_0297","Foxley",457727.771320835,345431.452395482,"2025-11-12","Residents described persistent disturbance from street gatherings. Linked to visitor activity."
"INC_0298","Foxley",457486.635047592,345445.959839714,"2025-03-14","Residents described persistent disturbance from street gatherings."
"INC_0299","Foxley",457710.153193144,345301.821998251,"2025-10-13","Damage reported to fencing and nearby street furniture. Nearby property affected."
"INC_0300","Foxley",457847.774387227,344594.161464171,"2025-09-08","Graffiti and minor vandalism observed on public-facing property. Public area involvement noted."
"INC_0301","Foxley",457765.530905731,344791.18448924,"2025-10-12","Report noted repeated damage to bins and surrounding fixtures."
"INC_0302","Foxley",457648.918122856,344909.339258431,"2025-06-16","Report noted repeated damage to bins and surrounding fixtures. Possible overnight timing."
"INC_0303","Foxley",458381.594550854,345472.690094022,"2025-04-29","Report noted repeated damage to bins and surrounding fixtures. Nearby property affected."
"INC_0304","Foxley",457886.871916981,344704.806888272,"2025-09-22","Resident described suspicious movement near pedestrian access points. Caller uncertain about intent."
"INC_0305","Foxley",457570.639395414,344989.586368493,"2025-12-31","Concern raised about loitering and unclear activity after dark. Pattern may be intermittent."
"INC_0306","Foxley",458431.979475659,345635.492629428,"2025-08-16","Damage reported to fencing and nearby street furniture. Issue appears recurring."
"INC_0307","Foxley",457936.948031399,345034.161809844,"2025-11-13","Witness noted a threatening exchange requiring follow-up attention. Incident escalated quickly."
"INC_0308","Foxley",457187.143394675,345053.177450005,"2025-11-27","Incident report referenced an altercation and threat concerns."
"INC_0309","Foxley",458026.613941032,345293.879467715,"2025-09-23","Residents described persistent disturbance from street gatherings. Linked to visitor activity."
"INC_0310","Foxley",457414.146156028,345487.778781514,"2025-06-22","Street-safety report logged after repeated uneasy encounters. Lighting conditions mentioned."
"INC_0311","Foxley",457012.054969952,344718.424612056,"2025-09-16","Incident report referenced an altercation and threat concerns. Further context remained limited."
"INC_0312","Foxley",458177.430579235,345145.660981821,"2025-02-17","Graffiti and minor vandalism observed on public-facing property."
"INC_0313","Foxley",458082.177774719,345446.198387005,"2025-01-06","Graffiti and minor vandalism observed on public-facing property. Public area involvement noted."
"INC_0314","Foxley",457572.42096962,344925.404147126,"2025-09-01","Complaint logged about loud music and anti-social noise. Near transport corridor."
"INC_0315","Foxley",457657.292336732,345622.157542318,"2025-10-10","Street-safety report logged after repeated uneasy encounters. Pedestrian route referenced."
"INC_0316","Foxley",458330.243267277,345634.968815273,"2025-06-16","Resident described suspicious movement near pedestrian access points. Lighting conditions mentioned."
"INC_0317","Foxley",457882.949408335,345127.280952023,"2025-01-30","Damage reported to fencing and nearby street furniture."
"INC_0318","Foxley",457685.342871016,345145.663938875,"2025-05-12","Concern raised about loitering and unclear activity after dark."
"INC_0319","Foxley",458134.376369254,345264.287350645,"2025-08-06","Concern raised about loitering and unclear activity after dark."
"INC_0320","Foxley",457682.26793756,344759.950514368,"2025-10-31","Repeated late-night noise reported near flats. Weekend evening pattern."
"INC_0321","Foxley",457476.637176919,344927.492023621,"2025-01-24","Repeated late-night noise reported near flats. Weekend evening pattern."
"INC_0322","Foxley",457824.662460206,345290.702524187,"2025-09-23","Concern raised about loitering and unclear activity after dark."
"INC_0323","Foxley",457756.185083589,344872.955534584,"2025-07-01","Complaint logged about loud music and anti-social noise. Short repeat description."
"INC_0324","Foxley",457482.434832117,345084.854978761,"2025-08-11","Street-safety report logged after repeated uneasy encounters. Lighting conditions mentioned."
"INC_0325","Foxley",457736.355396002,344750.119322377,"2025-12-16","Graffiti and minor vandalism observed on public-facing property. Possible overnight timing."
"INC_0326","Foxley",458145.379083986,345167.128678493,"2025-05-01","Caller reported suspicious behaviour near a poorly lit route. Lighting conditions mentioned."
"INC_0327","Foxley",458055.432430672,345126.939706802,"2025-07-28","Report noted repeated damage to bins and surrounding fixtures. Nearby property affected."
"INC_0328","Foxley",458063.508577195,345381.629417329,"2025-09-03","Graffiti and minor vandalism observed on public-facing property. Possible overnight timing."
"INC_0329","Foxley",458014.337797646,344967.013205662,"2025-11-17","Residents described persistent disturbance from street gatherings. Weekend evening pattern."
"INC_0330","Foxley",458135.692108729,345507.055201295,"2025-04-15","Report noted repeated damage to bins and surrounding fixtures. Possible overnight timing."
"INC_0331","Foxley",457778.151036896,344684.422616153,"2025-06-16","Concern raised about loitering and unclear activity after dark. Pattern may be intermittent."
"INC_0332","Foxley",458231.685661017,345204.608498916,"2025-01-10","Repeated late-night noise reported near flats."
"INC_0333","Foxley",458288.772103996,345497.608979958,"2025-04-05","Report noted repeated damage to bins and surrounding fixtures. Nearby property affected."
"INC_0334","Foxley",457487.721632647,345211.038851213,"2025-05-18","Caller reported suspicious behaviour near a poorly lit route. Lighting conditions mentioned."
"INC_0335","Foxley",457316.165058985,344983.838668771,"2025-09-17","Resident described suspicious movement near pedestrian access points. Pedestrian route referenced."
"INC_0336","Foxley",457989.954442118,345405.078549542,"2025-09-11","Crowd noise and shouting noted outside licensed premises."
"INC_0337","Foxley",457679.162814413,344775.649346011,"2025-11-25","Complaint logged about loud music and anti-social noise."
"INC_0338","Foxley",457536.060907032,345607.913871803,"2025-07-11","Witness noted a threatening exchange requiring follow-up attention."
"INC_0339","Foxley",457845.204275458,345068.603202032,"2025-01-18","Complaint logged about loud music and anti-social noise. Short repeat description."
"INC_0340","Foxley",457963.396655536,344821.845896705,"2025-09-08","Caller reported suspicious behaviour near a poorly lit route. Pattern may be intermittent."
"INC_0341","Foxley",457648.881260924,344799.783300583,"2025-12-30","Incident report referenced an altercation and threat concerns."
"INC_0342","Foxley",457932.819933591,344843.72948789,"2025-11-26","Graffiti and minor vandalism observed on public-facing property. Issue appears recurring."
"INC_0343","Foxley",457689.404702601,345589.858468458,"2025-11-15","Residents described persistent disturbance from street gatherings. Near transport corridor."
"INC_0344","Foxley",457667.461054337,345732.642016801,"2025-03-04","Residents described persistent disturbance from street gatherings. Weekend evening pattern."
"INC_0345","Foxley",457754.191540313,345383.750881293,"2025-11-02","Broken glass and signs of overnight damage were recorded."
"INC_0346","Foxley",457609.45853674,345333.918505615,"2025-03-16","Graffiti and minor vandalism observed on public-facing property. Possible overnight timing."
"INC_0347","Foxley",458097.905127803,345268.713173722,"2025-10-30","Concern raised about loitering and unclear activity after dark. Pedestrian route referenced."
"INC_0348","Foxley",458038.175667953,344716.220054902,"2025-11-07","Damage reported to fencing and nearby street furniture."
"INC_0349","Foxley",457528.679274114,345630.321914951,"2025-05-01","Resident described suspicious movement near pedestrian access points. Caller uncertain about intent."
"INC_0350","Maple Cross",459058.415966354,345740.063832093,"2025-08-27","Witness noted a threatening exchange requiring follow-up attention. Several witnesses were nearby."
"INC_0351","Maple Cross",459415.434828389,345541.634556674,"2025-02-11","Witness noted a threatening exchange requiring follow-up attention. Further context remained limited."
"INC_0352","Maple Cross",459029.581802075,345346.939891875,"2025-04-16","Graffiti and minor vandalism observed on public-facing property."
"INC_0353","Maple Cross",459239.811849854,345706.650723266,"2025-01-15","Witness noted a threatening exchange requiring follow-up attention. Further context remained limited."
"INC_0354","Maple Cross",458673.293934462,344813.150046323,"2025-09-25","Safety report logged following aggressive behaviour in public space."
"INC_0355","Maple Cross",459185.054897392,345690.335345423,"2025-12-04","Report noted repeated damage to bins and surrounding fixtures. Nearby property affected."
"INC_0356","Maple Cross",459474.80435861,345397.443569284,"2025-05-28","Graffiti and minor vandalism observed on public-facing property."
"INC_0357","Maple Cross",458911.585834592,344980.160763782,"2025-03-11","Witness noted a threatening exchange requiring follow-up attention. Incident escalated quickly."
"INC_0358","Maple Cross",458186.206693787,344565.199493174,"2025-03-25","Damage reported to fencing and nearby street furniture."
"INC_0359","Maple Cross",458834.65387132,345839.585086045,"2025-11-27","Incident report referenced an altercation and threat concerns. Incident escalated quickly."
"INC_0360","Maple Cross",458959.303260631,345660.895614127,"2025-02-14","Caller reported suspicious behaviour near a poorly lit route."
"INC_0361","Maple Cross",459051.242626189,344862.311450957,"2025-11-17","Safety report logged following aggressive behaviour in public space. Incident escalated quickly."
"INC_0362","Maple Cross",458495.133193763,344563.152449819,"2025-01-16","Broken glass and signs of overnight damage were recorded."
"INC_0363","Maple Cross",458498.830678574,344918.73131356,"2025-11-19","Graffiti and minor vandalism observed on public-facing property. Possible overnight timing."
"INC_0364","Maple Cross",458683.433145724,344791.565255652,"2025-01-29","Concern raised about loitering and unclear activity after dark. Lighting conditions mentioned."
"INC_0365","Maple Cross",458627.372766588,345273.785807195,"2025-08-20","Repeated late-night noise reported near flats. Near transport corridor."
"INC_0366","Maple Cross",458633.302390167,345171.949539645,"2025-02-16","Complaint logged about loud music and anti-social noise. Short repeat description."
"INC_0367","Maple Cross",459132.280931064,344838.96939094,"2025-01-31","Broken glass and signs of overnight damage were recorded. Public area involvement noted."
"INC_0368","Maple Cross",459308.136173475,345651.135303312,"2025-03-13","Resident described suspicious movement near pedestrian access points. Caller uncertain about intent."
"INC_0369","Maple Cross",458723.57112254,345500.184646323,"2025-05-24","Complaint logged about loud music and anti-social noise."
"INC_0370","Maple Cross",459492.551479192,344548.543135896,"2025-08-22","Caller described a confrontation with risk of personal harm. Several witnesses were nearby."
"INC_0371","Maple Cross",459126.40836439,344541.286073168,"2025-06-27","Safety report logged following aggressive behaviour in public space."
"INC_0372","Maple Cross",458638.403540494,344638.447698739,"2025-06-02","Report noted repeated damage to bins and surrounding fixtures. Issue appears recurring."
"INC_0373","Maple Cross",458442.595911097,345247.219018209,"2025-03-31","Resident described suspicious movement near pedestrian access points. Lighting conditions mentioned."
"INC_0374","Maple Cross",458400.34533316,344535.779653776,"2025-04-25","Damage reported to fencing and nearby street furniture. Public area involvement noted."
"INC_0375","Maple Cross",459257.763161019,345729.706966849,"2025-08-18","Incident report referenced an altercation and threat concerns."
"INC_0376","Maple Cross",459459.09033376,345637.592763721,"2025-08-05","Safety report logged following aggressive behaviour in public space."
"INC_0377","Maple Cross",459075.99211433,345679.688939173,"2025-10-02","Caller described a confrontation with risk of personal harm. Several witnesses were nearby."
"INC_0378","Maple Cross",458805.951070622,344828.890091691,"2025-06-08","Broken glass and signs of overnight damage were recorded. Nearby property affected."
"INC_0379","Maple Cross",458592.198281659,344714.022710534,"2025-02-23","Safety report logged following aggressive behaviour in public space."
"INC_0380","Maple Cross",459267.955621736,345656.897374672,"2025-09-02","Witness noted a threatening exchange requiring follow-up attention. Incident escalated quickly."
"INC_0381","Maple Cross",458907.846343396,344946.13594288,"2025-06-10","Repeated late-night noise reported near flats."
"INC_0382","Maple Cross",458622.821945491,344739.017548665,"2025-10-26","Report noted repeated damage to bins and surrounding fixtures."
"INC_0383","Maple Cross",458344.139704834,345010.871600836,"2025-03-18","Residents described persistent disturbance from street gatherings."
"INC_0384","Maple Cross",459264.200405468,344785.762634225,"2025-10-01","Concern raised about loitering and unclear activity after dark. Pedestrian route referenced."
"INC_0385","Maple Cross",459383.079594978,345688.13952406,"2025-07-25","Report noted repeated damage to bins and surrounding fixtures. Issue appears recurring."
"INC_0386","Maple Cross",458570.305281671,345604.235925698,"2025-12-15","Street-safety report logged after repeated uneasy encounters. Pattern may be intermittent."
"INC_0387","Maple Cross",458611.057079058,344961.943107539,"2025-09-04","Broken glass and signs of overnight damage were recorded. Issue appears recurring."
"INC_0388","Maple Cross",458864.678769196,345404.578392368,"2025-10-08","Caller described a confrontation with risk of personal harm."
"INC_0389","Maple Cross",458467.660675517,345463.800566656,"2025-05-25","Safety report logged following aggressive behaviour in public space. Several witnesses were nearby."
"INC_0390","Maple Cross",458782.793674214,344562.913907934,"2025-02-06","Resident described suspicious movement near pedestrian access points. Lighting conditions mentioned."
"INC_0391","Maple Cross",458793.400503151,344882.85570019,"2025-04-26","Incident report referenced an altercation and threat concerns. Follow-up details were partial."
"INC_0392","Maple Cross",458652.564053209,345168.479308881,"2025-02-23","Witness noted a threatening exchange requiring follow-up attention."
"INC_0393","Maple Cross",458362.646910688,344999.712582786,"2025-07-11","Incident report referenced an altercation and threat concerns."
"INC_0394","Maple Cross",458867.341146561,345569.356875231,"2025-04-04","Safety report logged following aggressive behaviour in public space. Several witnesses were nearby."
"INC_0395","Maple Cross",458607.401253121,345453.974188529,"2025-10-05","Graffiti and minor vandalism observed on public-facing property. Issue appears recurring."
"INC_0396","Maple Cross",458087.816765073,344722.16581218,"2025-11-21","Damage reported to fencing and nearby street furniture."
"INC_0397","Maple Cross",459291.753271882,345614.581072509,"2025-09-08","Report noted repeated damage to bins and surrounding fixtures. Possible overnight timing."
"INC_0398","Maple Cross",458843.748491712,345472.941957227,"2025-10-10","Safety report logged following aggressive behaviour in public space. Several witnesses were nearby."
"INC_0399","Maple Cross",458184.402955795,344615.094659172,"2025-11-29","Witness noted a threatening exchange requiring follow-up attention. Follow-up details were partial."
"INC_0400","Maple Cross",459250.350819648,344514.970168959,"2025-08-24","Incident report referenced an altercation and threat concerns. Several witnesses were nearby."
"INC_0401","Maple Cross",458809.866647181,344723.35495514,"2025-01-16","Residents described persistent disturbance from street gatherings. Linked to visitor activity."
"INC_0402","Maple Cross",459406.590716281,345440.810339068,"2025-12-10","Graffiti and minor vandalism observed on public-facing property. Possible overnight timing."
"INC_0403","Maple Cross",459290.763851383,345283.537385616,"2025-11-03","Report noted repeated damage to bins and surrounding fixtures."
"INC_0404","Maple Cross",459290.254185574,344755.020768307,"2025-06-12","Incident report referenced an altercation and threat concerns. Several witnesses were nearby."
"INC_0405","Maple Cross",458579.814112696,345193.915087304,"2025-05-15","Broken glass and signs of overnight damage were recorded. Nearby property affected."
"INC_0406","Maple Cross",458855.593262617,344660.684641986,"2025-07-02","Damage reported to fencing and nearby street furniture. Nearby property affected."
"INC_0407","Maple Cross",458588.360703391,345502.959562875,"2025-10-01","Safety report logged following aggressive behaviour in public space. Several witnesses were nearby."
"INC_0408","Maple Cross",458895.599198026,345180.153857158,"2025-05-05","Witness noted a threatening exchange requiring follow-up attention. Incident escalated quickly."
"INC_0409","Maple Cross",459107.082830163,345762.118731713,"2025-12-08","Incident report referenced an altercation and threat concerns. Further context remained limited."
"INC_0410","Maple Cross",459125.628219807,345302.195633688,"2025-03-27","Caller described a confrontation with risk of personal harm."
"INC_0411","Maple Cross",459097.19071759,344688.052808491,"2025-04-20","Broken glass and signs of overnight damage were recorded. Public area involvement noted."
"INC_0412","Maple Cross",458263.243770027,344551.266081441,"2025-11-10","Caller reported suspicious behaviour near a poorly lit route. Pedestrian route referenced."
"INC_0413","Maple Cross",459398.931374457,345580.848809512,"2025-05-14","Caller described a confrontation with risk of personal harm. Further context remained limited."
"INC_0414","Maple Cross",459051.373276334,345514.440150764,"2025-07-31","Safety report logged following aggressive behaviour in public space. Further context remained limited."
"INC_0415","Maple Cross",458807.120381888,344997.801881623,"2025-03-28","Caller reported suspicious behaviour near a poorly lit route. Lighting conditions mentioned."
"INC_0416","Maple Cross",459012.376514567,344587.944543159,"2025-10-15","Damage reported to fencing and nearby street furniture."
"INC_0417","Maple Cross",458739.623496359,345783.238226392,"2025-12-26","Damage reported to fencing and nearby street furniture. Possible overnight timing."
"INC_0418","Maple Cross",458515.608345053,345022.437872631,"2025-05-02","Safety report logged following aggressive behaviour in public space. Further context remained limited."
"INC_0419","Maple Cross",459241.434641456,345650.107470915,"2025-03-24","Broken glass and signs of overnight damage were recorded. Nearby property affected."
"INC_0420","Maple Cross",458619.255851685,345381.649708306,"2025-09-19","Safety report logged following aggressive behaviour in public space. Follow-up details were partial."
"INC_0421","Maple Cross",459176.080560828,345343.41587948,"2025-06-29","Caller reported suspicious behaviour near a poorly lit route."
"INC_0422","Maple Cross",458812.853323361,344395.605369558,"2025-01-29","Caller described a confrontation with risk of personal harm. Follow-up details were partial."
"INC_0423","Maple Cross",458459.891838187,344610.322244203,"2025-09-08","Crowd noise and shouting noted outside licensed premises. Weekend evening pattern."
"INC_0424","Maple Cross",458572.767273857,345127.31209474,"2025-07-03","Safety report logged following aggressive behaviour in public space."
"INC_0425","Maple Cross",459366.430104742,344566.304197335,"2025-01-09","Damage reported to fencing and nearby street furniture. Possible overnight timing."
"INC_0426","Maple Cross",458702.403492982,344602.339623394,"2025-09-17","Witness noted a threatening exchange requiring follow-up attention. Follow-up details were partial."
"INC_0427","Maple Cross",458675.281249923,345719.439481999,"2025-10-09","Graffiti and minor vandalism observed on public-facing property."
"INC_0428","Maple Cross",458917.689915686,345711.414975519,"2025-06-29","Caller reported suspicious behaviour near a poorly lit route."
"INC_0429","Maple Cross",458721.61485323,344454.702807052,"2025-09-27","Broken glass and signs of overnight damage were recorded."
"INC_0430","Maple Cross",459307.090915012,345727.096147875,"2025-04-22","Incident report referenced an altercation and threat concerns."
"INC_0431","Maple Cross",458787.181171988,344597.822967878,"2025-06-16","Broken glass and signs of overnight damage were recorded. Possible overnight timing."
"INC_0432","Maple Cross",458162.506675554,344680.861669528,"2025-08-08","Resident described suspicious movement near pedestrian access points. Caller uncertain about intent."
"INC_0433","Maple Cross",458176.443571995,344733.967664786,"2025-06-02","Incident report referenced an altercation and threat concerns. Follow-up details were partial."
"INC_0434","Maple Cross",458796.844288247,344903.513673033,"2025-10-25","Safety report logged following aggressive behaviour in public space."
"INC_0435","Maple Cross",458996.120706989,345370.44061829,"2025-02-03","Incident report referenced an altercation and threat concerns. Several witnesses were nearby."
"INC_0436","Maple Cross",458206.537711271,344739.190428219,"2025-08-06","Residents described persistent disturbance from street gatherings."
"INC_0437","Maple Cross",458032.116407329,344596.55606934,"2025-11-27","Safety report logged following aggressive behaviour in public space. Further context remained limited."
"INC_0438","Maple Cross",459061.863450432,344821.956186131,"2025-08-12","Resident described suspicious movement near pedestrian access points. Pattern may be intermittent."
"INC_0439","Maple Cross",458912.706080014,345744.862383219,"2025-03-15","Report noted repeated damage to bins and surrounding fixtures. Possible overnight timing."
"INC_0440","Maple Cross",458247.732151555,344583.637509129,"2025-02-06","Crowd noise and shouting noted outside licensed premises."
"INC_0441","Maple Cross",458829.776438368,345328.031289176,"2025-06-15","Witness noted a threatening exchange requiring follow-up attention. Several witnesses were nearby."
"INC_0442","Maple Cross",458285.787927093,344493.678105396,"2025-12-31","Damage reported to fencing and nearby street furniture. Public area involvement noted."
"INC_0443","Maple Cross",458490.379805017,344849.720540494,"2025-02-05","Report noted repeated damage to bins and surrounding fixtures. Possible overnight timing."
"INC_0444","Maple Cross",458191.723349003,344559.568971158,"2025-01-13","Street-safety report logged after repeated uneasy encounters. Pattern may be intermittent."
"INC_0445","Maple Cross",459031.460786941,344602.798681713,"2025-06-26","Incident report referenced an altercation and threat concerns. Incident escalated quickly."
"INC_0446","Maple Cross",459533.425440204,344573.852497892,"2025-01-25","Street-safety report logged after repeated uneasy encounters. Pedestrian route referenced."
"INC_0447","Maple Cross",458773.542172711,345493.490574911,"2025-02-10","Graffiti and minor vandalism observed on public-facing property. Nearby property affected."
"INC_0448","Maple Cross",458541.224009289,344589.987628244,"2025-09-08","Concern raised about loitering and unclear activity after dark. Pattern may be intermittent."
"INC_0449","Maple Cross",458584.947042667,344740.914300882,"2025-01-13","Report noted repeated damage to bins and surrounding fixtures. Possible overnight timing."
"INC_0450","Maple Cross",459229.566785173,344825.248371066,"2025-07-28","Resident described suspicious movement near pedestrian access points. Pedestrian route referenced."
